,year,state,metrodiv_title,county_name,CoC_Code,coc_name,pop_type,pop_size
1681,2009,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,884
1682,2010,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,884
1683,2011,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,1005
1684,2012,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,774
1685,2013,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,778
1686,2014,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,917
1687,2015,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,874
1688,2016,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,813
1689,2017,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,886
1690,2018,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Emergency Shelters,886
2211,2009,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,0
2212,2010,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,27
2213,2011,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,16
2214,2012,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,27
2215,2013,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,27
2216,2014,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,26
2217,2015,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,26
2218,2016,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,24
2219,2017,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,27
2220,2018,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Safe Haven Shelters,45
2741,2009,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,1541
2742,2010,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,1541
2743,2011,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,1493
2744,2012,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,1108
2745,2013,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,1168
2746,2014,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,935
2747,2015,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,888
2748,2016,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,673
2749,2017,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,572
2750,2018,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Transitional Housing,532
3271,2009,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,2425
3272,2010,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,2425
3273,2011,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,2533
3274,2012,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,1915
3275,2013,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,1981
3276,2014,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,1887
3277,2015,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,1796
3278,2016,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,1520
3279,2017,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,1493
3280,2018,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Total Sheltered Homeless,1449
3801,2009,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,800
3802,2010,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,800
3803,2011,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,1268
3804,2012,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,1268
3805,2013,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,829
3806,2014,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,879
3807,2015,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,819
3808,2016,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,782
3809,2017,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,957
3810,2018,Florida,"Fort Lauderdale-Pompano Beach-Sunrise, FL",Broward County,FL-601,Ft Lauderdale/Broward County CoC,Unsheltered Homeless,869
101,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,#N/A
102,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,#N/A
103,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,423
104,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,456
105,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,373
106,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,396
107,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,452
108,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,459
109,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,252
110,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Chronically Homeless,164
631,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,#N/A
632,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,#N/A
633,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,181
634,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,186
635,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,168
636,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,151
637,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,157
638,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,115
639,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,65
640,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Veterans,130
1161,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,2147
1162,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,2147
1163,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,2148
1164,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,2116
1165,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,1559
1166,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,1596
1167,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,1421
1168,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,1332
1169,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,1607
1170,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,1309
1691,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,445
1692,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,445
1693,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,383
1694,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,350
1695,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,259
1696,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,297
1697,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,306
1698,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,327
1699,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,347
1700,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Emergency Shelters,351
2221,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,0
2222,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,0
2223,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,14
2224,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,16
2225,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,16
2226,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,19
2227,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,15
2228,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,0
2229,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,0
2230,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Safe Haven Shelters,0
2751,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,295
2752,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,295
2753,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,354
2754,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,353
2755,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,337
2756,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,333
2757,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,275
2758,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,180
2759,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,179
2760,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Transitional Housing,107
3281,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,740
3282,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,740
3283,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,751
3284,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,719
3285,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,612
3286,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,649
3287,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,596
3288,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,507
3289,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,526
3290,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Total Sheltered Homeless,458
3811,2009,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,1407
3812,2010,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,1407
3813,2011,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,1397
3814,2012,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,1397
3815,2013,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,947
3816,2014,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,947
3817,2015,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,825
3818,2016,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,825
3819,2017,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,1081
3820,2018,Florida,"West Palm Beach-Boca Raton-Boynton Beach, FL",Palm Beach County,FL-605,West Palm Beach/Palm Beach County CoC,Unsheltered Homeless,851
111,2009,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,#N/A
112,2010,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,#N/A
113,2011,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,33
114,2012,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,43
115,2013,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,9
116,2014,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,10
117,2015,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,6
118,2016,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,7
119,2017,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,5
120,2018,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Chronically Homeless,23
641,2009,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,#N/A
642,2010,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,#N/A
643,2011,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,51
644,2012,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,57
645,2013,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,25
646,2014,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,25
647,2015,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,25
648,2016,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,24
649,2017,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,24
650,2018,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Veterans,39
1171,2009,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,257
1172,2010,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,212
1173,2011,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,182
1174,2012,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,196
1175,2013,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,185
1176,2014,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,166
1177,2015,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,177
1178,2016,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,154
1179,2017,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,155
1180,2018,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Homeless,179
1701,2009,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,125
1702,2010,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,88
1703,2011,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,57
1704,2012,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,60
1705,2013,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,63
1706,2014,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,76
1707,2015,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,83
1708,2016,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,48
1709,2017,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,47
1710,2018,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Emergency Shelters,87
2231,2009,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,0
2232,2010,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,14
2233,2011,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,15
2234,2012,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,15
2235,2013,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,15
2236,2014,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,14
2237,2015,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,15
2238,2016,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,23
2239,2017,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,23
2240,2018,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Safe Haven Shelters,24
2761,2009,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,122
2762,2010,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,123
2763,2011,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,122
2764,2012,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,133
2765,2013,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,117
2766,2014,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,85
2767,2015,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,85
2768,2016,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,102
2769,2017,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,103
2770,2018,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Transitional Housing,87
3291,2009,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Sheltered Homeless,247
3292,2010,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Sheltered Homeless,211
3293,2011,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Sheltered Homeless,179
3294,2012,Illinois,Chicago-Naperville-Evanston,McHenry County,IL-500,McHenry County CoC,Total Sheltered Homeless,193
